	category
1234	1
3841	4
3449	4
1124	1
26	0
1247	1
3981	4
6297	7
6371	7
4429	5
162	0
6564	7
2042	2
7780	9
8036	9
8360	9
7385	8
6847	8
6291	7
6932	8
8691	9
213	0
732	0
3196	3
7514	8
4121	4
3608	4
1323	1
3432	4
4893	5
4571	5
7078	8
689	0
3321	3
8597	9
965	0
5878	7
5598	6
5969	7
5355	5
299	0
6115	7
2586	3
6395	7
8477	9
4147	4
7290	8
6501	7
6958	8
362	0
1147	1
3049	3
4405	4
5637	6
8637	9
589	0
8390	9
58	0
2978	3
5464	6
2399	2
3224	3
4971	5
2027	2
8129	9
6317	7
8310	9
7293	8
8422	9
5693	6
5250	5
4864	5
4541	5
3910	4
4678	5
6042	7
954	0
3140	3
3535	4
4773	5
7808	9
4224	4
3265	3
3558	4
6239	7
5730	6
2205	2
6176	7
1838	2
8518	9
1333	1
4992	5
1496	2
7842	9
6015	7
6109	7
4521	5
7043	8
6547	7
6828	8
3963	4
6552	7
5111	5
7150	8
7887	9
350	0
6380	7
6941	8
1572	2
2234	2
6143	7
455	0
3959	4
248	0
3984	4
6911	8
6711	7
8012	9
2080	2
5631	6
1589	2
5312	5
1855	2
7811	9
2857	3
3013	3
3389	3
6469	7
5310	5
1679	2
1226	1
4431	5
6024	7
7287	8
1255	1
7566	8
5506	6
8278	9
5112	5
723	0
6266	7
4308	4
8659	9
2849	3
8693	9
5198	5
2002	2
8534	9
8647	9
563	0
2568	3
3286	3
2509	3
7803	9
8174	9
6070	7
7749	9
3380	3
797	0
4882	5
2547	3
1630	2
5780	6
6299	7
1814	2
8364	9
3676	4
5309	5
7920	9
491	0
4106	4
1639	2
2286	2
1224	1
712	0
3965	4
1795	2
2618	3
7087	8
4935	5
887	0
7881	9
6672	7
1012	1
7136	8
3568	4
4077	4
3930	4
2185	2
6424	7
4692	5
3707	4
4252	4
6338	7
4885	5
6106	7
2597	3
5281	5
7428	8
776	0
4988	5
6687	7
3233	3
734	0
8696	9
4560	5
6704	7
8183	9
4426	4
4630	5
7891	9
5668	6
3444	4
1206	1
2938	3
5047	5
377	0
7944	9
59	0
7232	8
1200	1
5114	5
755	0
4684	5
5753	6
5417	5
961	0
8667	9
7639	8
7484	8
5265	5
4789	5
6139	7
5230	5
7321	8
1570	2
8475	9
8583	9
6205	7
2808	3
3804	4
3938	4
346	0
8029	9
459	0
1741	2
4484	5
8101	9
3587	4
4141	4
7870	9
5566	6
5182	5
44	0
7485	8
7220	8
8107	9
7546	8
6333	7
8281	9
546	0
593	0
7952	9
3429	4
3164	3
2322	2
5069	5
607	0
791	0
2708	3
8524	9
3245	3
504	0
8521	9
475	0
3897	4
6900	8
8505	9
3920	4
2316	2
617	0
6085	7
5296	5
7080	8
1901	2
1976	2
8002	9
3693	4
4766	5
7403	8
4133	4
4735	5
1189	1
110	0
91	0
6652	7
2647	3
7377	8
1202	1
7067	8
3631	4
2369	2
6393	7
6331	7
6152	7
3549	4
5449	6
6340	7
3618	4
7655	8
3135	3
6328	7
4793	5
107	0
5826	7
6221	7
5956	7
144	0
7131	8
2658	3
773	0
958	0
6659	7
3384	3
2973	3
3723	4
2778	3
7801	9
3811	4
2835	3
8445	9
6227	7
5016	5
944	0
8386	9
3191	3
2498	3
8354	9
5974	7
1994	2
2728	3
2126	2
2000	2
8692	9
8115	9
2493	3
2588	3
94	0
7869	9
4186	4
7455	8
1439	2
3716	4
628	0
1177	1
5024	5
65	0
3777	4
5632	6
33	0
2401	2
5590	6
4459	5
3781	4
5731	6
2538	3
315	0
5270	5
8122	9
7214	8
5576	6
3980	4
2497	3
1908	2
4164	4
5302	5
2752	3
3032	3
4634	5
2507	3
8282	9
8130	9
7277	8
6476	7
3677	4
808	0
4423	4
541	0
2395	2
2383	2
6423	7
5477	6
7939	9
1695	2
7926	9
1351	1
5330	5
5252	5
4576	5
3076	3
760	0
8125	9
7729	8
4871	5
452	0
8680	9
1011	1
4919	5
7108	8
8469	9
8006	9
8645	9
1512	2
2646	3
7545	8
3765	4
3985	4
8317	9
7789	9
2565	3
2828	3
5779	6
2724	3
8626	9
1042	1
7997	9
5396	5
1500	2
8111	9
8247	9
6405	7
3323	3
5965	7
4086	4
3499	4
398	0
3553	4
1877	2
2743	3
2290	2
7177	8
4899	5
8424	9
3888	4
2800	3
2531	3
2855	3
5907	7
5318	5
8697	9
699	0
4318	4
8251	9
1030	1
6645	7
5675	6
6615	7
7908	9
3706	4
8513	9
1139	1
1423	1
5584	6
5439	6
2607	3
4787	5
76	0
7933	9
6507	7
8684	9
375	0
5018	5
644	0
6678	7
5736	6
8037	9
2642	3
1068	1
4801	5
7172	8
4127	4
2913	3
6834	8
6433	7
5960	7
5227	5
3650	4
891	0
1598	2
4196	4
1613	2
800	0
5739	6
2035	2
5990	7
6626	7
3760	4
5581	6
5496	6
2769	3
7928	9
8527	9
4815	5
6310	7
2089	2
7602	8
3979	4
4028	4
7093	8
1635	2
5885	7
5563	6
1895	2
5301	5
5277	5
7139	8
1808	2
2564	3
551	0
2423	2
7076	8
737	0
4156	4
6701	7
8714	9
6748	7
6376	7
4991	5
2935	3
4191	4
2851	3
3446	4
7194	8
6022	7
3825	4
8048	9
7993	9
7343	8
2397	2
4994	5
4683	5
8098	9
7792	9
7146	8
6636	7
1273	1
566	0
7058	8
6351	7
6083	7
5105	5
7441	8
5827	7
1263	1
5708	6
5133	5
2345	2
8232	9
4937	5
5557	6
5772	6
817	0
4203	4
973	0
6556	7
4344	4
2091	2
1854	2
3570	4
8219	9
647	0
1731	2
1264	1
8721	9
428	0
4117	4
739	0
6998	8
5759	6
1716	2
6543	7
3966	4
642	0
351	0
8198	9
6631	7
3919	4
1411	1
6402	7
2945	3
7344	8
5123	5
1465	2
1485	2
7741	9
2858	3
7511	8
8267	9
3725	4
3121	3
5837	7
6568	7
926	0
1998	2
1237	1
6866	8
7178	8
6305	7
6548	7
13	0
8421	9
1826	2
4611	5
7756	9
7943	9
6604	7
6938	8
6123	7
8725	9
266	0
226	0
7528	8
7643	8
1893	2
4995	5
4601	5
5169	5
7552	8
990	0
7721	8
7116	8
3018	3
189	0
1449	2
5881	7
1126	1
7890	9
606	0
3964	4
4704	5
7970	9
1217	1
2784	3
6285	7
2909	3
3835	4
1560	2
2551	3
4875	5
7590	8
3169	3
8512	9
7942	9
7573	8
8578	9
4618	5
1751	2
4170	4
3852	4
4605	5
2735	3
646	0
834	0
6762	7
404	0
6697	7
2066	2
6180	7
6224	7
8018	9
2371	2
4741	5
3768	4
8529	9
7213	8
319	0
7671	8
777	0
2367	2
6827	8
5975	7
3686	4
7798	9
3496	4
8116	9
8609	9
5660	6
6964	8
3424	3
5136	5
8624	9
7783	9
7162	8
7678	8
6345	7
535	0
5348	5
78	0
8455	9
2952	3
8726	9
5055	5
2084	2
7025	8
321	0
5406	5
8699	9
662	0
5171	5
4533	5
2458	3
7610	8
981	0
8560	9
4530	5
1111	1
1038	1
1934	2
1904	2
2521	3
3190	3
4981	5
517	0
1065	1
928	0
7027	8
6475	7
7621	8
4783	5
2593	3
762	0
6848	8
5428	5
1095	1
603	0
5794	6
8009	9
3270	3
1764	2
759	0
5763	6
5286	5
2530	3
7020	8
5392	5
3163	3
5034	5
1703	2
415	0
4798	5
7415	8
4309	4
1611	2
3470	4
8612	9
2309	2
827	0
3733	4
6275	7
613	0
6937	8
7279	8
1765	2
6329	7
4755	5
5206	5
7554	8
2747	3
4190	4
448	0
3949	4
425	0
98	0
3899	4
1564	2
1163	1
2104	2
6610	7
5075	5
1319	1
7651	8
5558	6
7883	9
6126	7
3014	3
8389	9
2937	3
2869	3
6731	7
1623	2
1196	1
1674	2
5765	6
3593	4
5620	6
7873	9
918	0
1059	1
5725	6
3310	3
7895	9
5107	5
5947	7
2667	3
2994	3
4201	4
6832	8
738	0
6441	7
787	0
8584	9
6511	7
6177	7
7558	8
1355	1
1569	2
742	0
3560	4
5499	6
2127	2
8428	9
6963	8
1673	2
3027	3
2830	3
781	0
3467	4
6921	8
8707	9
2706	3
3288	3
68	0
7296	8
7897	9
8507	9
6989	8
206	0
8508	9
2529	3
2997	3
7934	9
7411	8
5946	7
445	0
2250	2
2931	3
8179	9
7810	9
3053	3
7453	8
5895	7
1451	2
4111	4
6249	7
3240	3
573	0
4667	5
5253	5
135	0
3095	3
3660	4
1277	1
64	0
6694	7
2878	3
6093	7
3657	4
6068	7
547	0
3607	4
4209	4
5973	7
6309	7
2347	2
4804	5
1946	2
3876	4
8498	9
1395	1
8603	9
4814	5
2214	2
3254	3
3936	4
5126	5
2230	2
5833	7
3353	3
6003	7
2490	3
7072	8
4772	5
1185	1
5634	6
4511	5
4151	4
7513	8
5882	7
8596	9
4002	4
7641	8
1606	2
3543	4
2950	3
7652	8
6634	7
3068	3
3622	4
6811	8
43	0
3957	4
442	0
752	0
1166	1
529	0
7627	8
5601	6
5089	5
575	0
6301	7
841	0
194	0
5012	5
3521	4
3798	4
7923	9
3799	4
7695	8
432	0
5030	5
8464	9
4173	4
8237	9
8043	9
1051	1
1403	1
4713	5
3600	4
3040	3
3874	4
743	0
5866	7
2942	3
1756	2
5393	5
1444	2
818	0
5564	6
3170	3
8461	9
1376	1
8090	9
7578	8
7373	8
2408	2
7898	9
5875	7
5751	6
7820	9
2902	3
1852	2
5987	7
1675	2
3260	3
4282	4
6209	7
7499	8
3649	4
7371	8
4792	5
1005	1
5044	5
6648	7
8110	9
5896	7
3185	3
2129	2
4090	4
4254	4
5508	6
8672	9
5748	6
285	0
2198	2
6744	7
4006	4
1062	1
486	0
1993	2
1846	2
1143	1
2759	3
6392	7
6304	7
2623	3
3471	4
4334	4
6306	7
2302	2
4599	5
6212	7
4245	4
1868	2
7699	8
5194	5
8374	9
8103	9
7008	8
3997	4
5294	5
1806	2
6164	7
4022	4
5095	5
6341	7
2088	2
7049	8
2168	2
2753	3
8532	9
3916	4
3589	4
5148	5
6047	7
3569	4
6470	7
5617	6
5306	5
7285	8
7197	8
3365	3
7653	8
8589	9
3274	3
5747	6
6117	7
314	0
6037	7
7134	8
8242	9
2503	3
7429	8
7852	9
8610	9
4092	4
6799	7
6987	8
5822	7
2031	2
1058	1
2211	2
4226	4
7206	8
8220	9
5953	7
7570	8
7844	9
5962	7
631	0
602	0
4594	5
3388	3
1931	2
710	0
6519	7
1732	2
7130	8
2719	3
859	0
8485	9
6726	7
5005	5
5319	5
3794	4
3822	4
4060	4
598	0
6732	7
7543	8
2486	3
326	0
6332	7
5189	5
3885	4
7937	9
523	0
3195	3
746	0
3918	4
397	0
2152	2
2545	3
5223	5
875	0
494	0
718	0
386	0
2540	3
2122	2
1441	2
8472	9
7786	9
1982	2
5854	7
6150	7
6121	7
7186	8
6313	7
8419	9
168	0
5415	5
1541	2
2180	2
2714	3
2598	3
8032	9
389	0
4071	4
1343	1
3227	3
2128	2
1397	1
5167	5
6045	7
7994	9
678	0
5571	6
4880	5
5291	5
320	0
1326	1
4575	5
446	0
4661	5
2355	2
5892	7
5261	5
1334	1
2982	3
5519	6
6671	7
6140	7
1426	1
6283	7
1399	1
6767	7
4505	5
2848	3
6479	7
7217	8
505	0
15	0
8549	9
7838	9
3595	4
7946	9
5389	5
638	0
4826	5
2905	3
6007	7
4260	4
6279	7
6984	8
3803	4
5139	5
460	0
2992	3
813	0
7588	8
3826	4
840	0
2897	3
5	0
3508	4
5646	6
4182	4
3832	4
520	0
2468	3
7698	8
5237	5
4913	5
1492	2
2278	2
6684	7
1830	2
53	0
1079	1
5054	5
5408	5
4167	4
7550	8
5959	7
1528	2
6745	7
6500	7
6425	7
403	0
6031	7
3000	3
102	0
2242	2
1442	2
4126	4
8329	9
4250	4
3346	3
4552	5
5541	6
1230	1
6979	8
3791	4
7841	9
2187	2
3130	3
440	0
4771	5
3647	4
7859	9
845	0
2447	3
3624	4
3047	3
3921	4
5995	7
3679	4
5100	5
4118	4
254	0
4710	5
4788	5
1446	2
5830	7
7503	8
4485	5
1706	2
5936	7
6836	8
2062	2
434	0
855	0
4166	4
2819	3
4635	5
3378	3
221	0
5923	7
2077	2
2535	3
5857	7
1565	2
1071	1
4800	5
426	0
6609	7
7781	9
2544	3
